--- Extraction Run Started: 2026-07-16 11:22:08.876418 ---
Input File: linkedin_fresher_data_analyst_jobs_merged.csv (913 rows)
Target Column: Required Skills

Row 1: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/associate-at-pwc-india-4291066596 | No valid email addresses found in text
Row 311: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/remote-business-analyst-at-turing-4438139525 | No valid email addresses found in text
Row 312: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-thrive-future-habitats-limited-formerly-known-as-ador-multiproducts-limited-4435770630 | No valid email addresses found in text
Row 313: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-offshore-at-exl-4371847814 | No valid email addresses found in text
Row 314: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/remote-business-analyst-at-turing-4438139514 | No valid email addresses found in text
Row 315: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/remote-business-analyst-at-turing-4438147132 | No valid email addresses found in text
Row 316: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/remote-business-analyst-at-turing-4438137606 | No valid email addresses found in text
Row 317: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/servicenow-business-analyst-at-m%C3%BCller-s-solutions-4365760121 | No valid email addresses found in text
Row 318: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/remote-business-analyst-at-turing-4438140564 | No valid email addresses found in text
Row 319: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-service-now-at-miratech-4420710284 | No valid email addresses found in text
Row 320: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-d2c-insider-4410456048 | No valid email addresses found in text
Row 321: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-business-analyst-health-insurance-fully-remote-at-covergo-insurtech-4422240900 | No valid email addresses found in text
Row 322: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-impronics-technologies-3815119563 | No valid email addresses found in text
Row 323: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-impronics-technologies-4210851902 | No valid email addresses found in text
Row 324: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-business-analyst-ai-health-insurance-fully-remote-at-covergo-insurtech-4378716652 | No valid email addresses found in text
Row 325: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-eicore-4430058036 | No valid email addresses found in text
Row 326: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-returnship-at-cognizant-4416393877 | No valid email addresses found in text
Row 327: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-accenture-services-pvt-ltd-4435551123 | No valid email addresses found in text
Row 328: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/servicenow-spm-business-analyst-at-m%C3%BCller-s-solutions-4408772154 | No valid email addresses found in text
Row 329: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/ba-%2B-bi-developer-westfield-at-exl-4364399363 | No valid email addresses found in text
Row 330: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-manager-user-growth-at-paytm-4387909564 | No valid email addresses found in text
Row 331: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-business-analyst-at-sca-technologies-4345264641 | No valid email addresses found in text
Row 332: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/sales-operations-analyst-sales-solutions-fixed-term-contract-12-months-at-linkedin-4428665470 | No valid email addresses found in text
Row 333: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-business-analyst-at-tarento-group-4416068829 | No valid email addresses found in text
Row 334: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior%C2%A0-business-analyst-at-fidelity-international-4436723300 | No valid email addresses found in text
Row 335: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-business-analyst-at-attentive-ai-4426605212 | No valid email addresses found in text
Row 336: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-consultant-business-analyst-at-wsp-in-india-4412253842 | No valid email addresses found in text
Row 337: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/scrum-master-business-analyst-at-meetri-infotech-4436946585 | No valid email addresses found in text
Row 338: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-business-operations-analyst-at-conduent-4426395115 | No valid email addresses found in text
Row 339: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-manager-application-development-business-analyst-at-exl-4338997013 | No valid email addresses found in text
Row 340: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analysis-advisor-at-ntt-data-north-america-4411624495 | No valid email addresses found in text
Row 341: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-consultant-business-analyst-at-wsp-in-india-4415607425 | No valid email addresses found in text
Row 342: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/servicenow-business-analyst-at-impronics-technologies-4271816149 | No valid email addresses found in text
Row 343: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-credit-risk-at-payu-4404686011 | No valid email addresses found in text
Row 344: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-service-now-at-miratech-4434832923 | No valid email addresses found in text
Row 345: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/ai-business-analyst-at-crowe-capability-center-%E2%80%93-india-4432563622 | No valid email addresses found in text
Row 346: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/associate-business-analyst-application-development-backend-development-at-exl-4346962877 | No valid email addresses found in text
Row 347: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/salesforce-business-analyst-at-idemia-4433090092 | No valid email addresses found in text
Row 348: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-accenture-services-pvt-ltd-4429370406 | No valid email addresses found in text
Row 349: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-advisory-analyst-voice-at-accenture-in-india-4431768142 | No valid email addresses found in text
Row 350: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/integrated-logistics-business-analyst-at-kuehne%2Bnagel-4417761265 | No valid email addresses found in text
Row 351: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-accenture-services-pvt-ltd-4435266300 | No valid email addresses found in text
Row 352: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/ba-payments-at-ntt-data-north-america-4428847805 | No valid email addresses found in text
Row 353: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-advisory-analyst-voice-at-accenture-in-india-4411840344 | No valid email addresses found in text
Row 354: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-advisory-analyst-voice-at-accenture-in-india-4431751907 | No valid email addresses found in text
Row 355: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/marketing-analytics-at-makemytrip-4403479799 | No valid email addresses found in text
Row 356: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/marketing-analytics-at-makemytrip-4423311931 | No valid email addresses found in text
Row 357: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/revenue-management-at-makemytrip-4411156991 | No valid email addresses found in text
Row 358: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analyst-data-science-at-american-express-4437045336 | No valid email addresses found in text
Row 359: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analytics-lead-i-large-customer-sales-at-google-4435206617 | No valid email addresses found in text
Row 360: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-at-hackajob-4437300881 | No valid email addresses found in text
Row 361: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-scientist-at-jubilant-foodworks-ltd-4430217054 | No valid email addresses found in text
Row 362: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/capabilities-insights-analytics-analyst-healthcare-insights-at-mckinsey-company-4401792689 | No valid email addresses found in text
Row 363: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/capabilities-insights-analytics-analyst-revenue-excellence-at-mckinsey-company-4433531209 | No valid email addresses found in text
Row 364: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/bi-developer-at-circle-k-4413808709 | No valid email addresses found in text
Row 365: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analytics-bi-consultant-%E2%80%93-metabase-at-exl-4386733417 | No valid email addresses found in text
Row 366: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-analyst-data-science-sql-python-genai-at-american-express-4436582833 | No valid email addresses found in text
Row 367: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-at-gartner-4437309243 | No valid email addresses found in text
Row 368: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analytics-insights-specialist-growth-lab-email-at-google-operations-center-4429258434 | No valid email addresses found in text
Row 369: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/revenue-analyst-at-makemytrip-4430446315 | No valid email addresses found in text
Row 370: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/sr-analyst-digital-automation-ai-enablement-at-crocs-inc-4433195524 | No valid email addresses found in text
Row 371: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/sr-manager-dgm-analytics-and-ai-growth-clm-at-paytm-4437197550 | No valid email addresses found in text
Row 372: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/performance-marketing-at-attero-4432253692 | No valid email addresses found in text
Row 373: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/lead-analyst-%E2%80%93-machine-learning-forecasting-at-hcltech-4426349313 | No valid email addresses found in text
Row 374: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/fraud-analytics-ba4-at-crescendo-global-4429767347 | No valid email addresses found in text
Row 375: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-science-at-exl-4342305751 | No valid email addresses found in text
Row 376: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/bi-a-senior-analyst-at-boston-consulting-group-bcg-4431208717 | No valid email addresses found in text
Row 377: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/bi-visualization-analyst-ii-at-mccormick-company-4427717681 | No valid email addresses found in text
Row 378: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-science-at-exl-4346973902 | No valid email addresses found in text
Row 379: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/market-research-apprentice-at-dun-bradstreet-4437762808 | No valid email addresses found in text
Row 380: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/bi-analytics-engineer-at-golden-opportunities-4433671149 | No valid email addresses found in text
Row 381: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/head-data-analytics-at-crystal-crop-protection-limited-4432321070 | No valid email addresses found in text
Row 382: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-business-analytics-data-scientist-at-exl-4364391200 | No valid email addresses found in text
Row 383: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/people-data-analytics-and-reporting-specialist-at-nokia-4433971068 | No valid email addresses found in text
Row 384: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/knowledge-analyst-risk-dynamics-at-mckinsey-company-4405451780 | No valid email addresses found in text
Row 385: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/research-manager-%E2%80%93-quantitative-market-research-and-data-innovation-at-mastercard-4405525517 | No valid email addresses found in text
Row 386: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/bi-visualization-analyst-ii-at-mccormick-company-4427719647 | No valid email addresses found in text
Row 387: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-science-at-exl-4346877371 | No valid email addresses found in text
Row 388: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-science-at-capgemini-4437769636 | No valid email addresses found in text
Row 389: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/ai-and-knowledge-strategist-at-google-4426622820 | No valid email addresses found in text
Row 390: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/head-crm-analytics-at-siemens-energy-4430508012 | No valid email addresses found in text
Row 391: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analytics-and-modeling-analyst-at-accenture-in-india-4435856099 | No valid email addresses found in text
Row 392: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/product-analyst-tech-platform-data-at-ocrolus-4432288402 | No valid email addresses found in text
Row 393: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-analyst-supply-analytics-bangkok-based-relocation-provided-at-agoda-4299771363 | No valid email addresses found in text
Row 394: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/account-manager-business-analytics-marketing-analytics-at-exl-4338937295 | No valid email addresses found in text
Row 395: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/global-bi-a-visualisation-director-chapter-lead-at-boston-consulting-group-bcg-4423241186 | No valid email addresses found in text
Row 396: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/project-leader-data-insights-industries-consumer-lab-at-bain-company-4334634773 | No valid email addresses found in text
Row 397: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/director-data-analytics-at-tp-4401138206 | No valid email addresses found in text
Row 398: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/require-a-analyst-data-analytics-in-gurgaon-at-testhiring-4427702988 | No valid email addresses found in text
Row 399: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/bi-a-senior-analyst-at-boston-consulting-group-bcg-4397236249 | No valid email addresses found in text
Row 400: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/strategy-and-operations-senior-associate-gso-ads-central-at-google-4427718604 | No valid email addresses found in text
Row 401: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analytics-and-modeling-analyst-at-accenture-services-pvt-ltd-4435253941 | No valid email addresses found in text
Row 402: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/marketing-data-analyst-project-coordinator-at-together-light-incorporated-4407677828 | No valid email addresses found in text
Row 403: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/sales-prog-incentive-mgmt-associate-at-accenture-in-india-4361462570 | No valid email addresses found in text
Row 404: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/sales-prog-incentive-mgmt-associate-at-accenture-in-india-4372603656 | No valid email addresses found in text
Row 405: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/team-lead-product-testing-at-daloopa-4437405844 | No valid email addresses found in text
Row 406: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analytics-professional-at-bt-group-4432756541 | No valid email addresses found in text
Row 407: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-analyst-at-vernovis-4418114634 | No valid email addresses found in text
Row 408: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-standard-analyst-biostatistics-team-at-medpace-4330528436 | No valid email addresses found in text
Row 409: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-analyst-with-ai-at-tata-consultancy-services-4418812930 | No valid email addresses found in text
Row 410: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-analyst-at-kanz-4403852872 | No valid email addresses found in text
Row 411: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/us-data-analytics-associate-at-benchmark-gensuite%C2%AE-4436868282 | No valid email addresses found in text
Row 412: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/ai-strategist-and-execution-analyst-at-worldpay-4435138375 | No valid email addresses found in text
Row 413: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/junior-data-engineer-at-agility-partners-4429530324 | No valid email addresses found in text
Row 414: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/financial-data-analyst-at-united-dairy-farmers-4417245534 | No valid email addresses found in text
Row 415: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/investment-data-analyst-at-fort-washington-investment-advisors-inc-4428708212 | No valid email addresses found in text
Row 416: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-analyst-ai-and-data-analytics-at-dhl-express-4438181607 | No valid email addresses found in text
Row 417: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-insights-analytics-analyst-at-perfetti-van-melle-4429143805 | No valid email addresses found in text
Row 418: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-formica-group-north-america-4379458159 | No valid email addresses found in text
Row 419: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/sr-data-governance-analyst-business-data-analytics-at-great-american-insurance-group-4416425944 | No valid email addresses found in text
Row 420: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-intelligence-analyst-i-healthvine-jr217109-at-cchmc-biomedical-research-technologies-masters-program-4429140358 | No valid email addresses found in text
Row 421: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/community-data-coordinator-at-cincinnati-regional-chamber-4434791048 | No valid email addresses found in text
Row 422: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/clinical-data-intern-fall-2026-at-medpace-4396316860 | No valid email addresses found in text
Row 423: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/associate-data-reporting-analyst-data-reporting-analyst-at-great-american-insurance-group-4432814871 | No valid email addresses found in text
Row 424: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/junior-data-engineer-at-medpace-4354971289 | No valid email addresses found in text
Row 425: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-analytics-operations-at-u-s-bank-4431754925 | No valid email addresses found in text
Row 426: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/jr-data-engineer-at-cbts-4434146953 | No valid email addresses found in text
Row 427: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/manufacturing-inventory-data-analyst-at-united-dairy-farmers-4396892535 | No valid email addresses found in text
Row 428: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-analyst-business-solution-consultant-at-worldpay-4427644404 | No valid email addresses found in text
Row 429: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-intelligence-analyst-data-engineering-at-medpace-4368261634 | No valid email addresses found in text
Row 430: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-berkley-aspire-a-berkley-company-4414500095 | No valid email addresses found in text
Row 431: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-engineer-intern-fall-2026-at-medpace-4416197657 | No valid email addresses found in text
Row 432: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/senior-analyst-business-intelligence-jr222559-at-cchmc-biomedical-research-technologies-masters-program-4429142310 | No valid email addresses found in text
Row 433: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-engineer-datastage-etl-i-no-third-party-only-w2-at-cbts-4434161252 | No valid email addresses found in text
Row 434: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-engineer-at-olik-global-4437883764 | No valid email addresses found in text
Row 435: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-systems-analyst-imaging-at-medpace-4330616892 | No valid email addresses found in text
Row 436: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-intelligence-analyst-i-healthvine-at-cincinnati-children-s-office-of-academic-affairs-and-career-development-4429515245 | No valid email addresses found in text
Row 437: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-engineer-ai-cincinnati-at-medpace-4418872030 | No valid email addresses found in text
Row 438: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-engineer-i-onsite-no-third-party-only-w2-at-cbts-4434334346 | No valid email addresses found in text
Row 439: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-engineer-at-medpace-4357652053 | No valid email addresses found in text
Row 440: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/process-improvement-data-analyst-ii-at-total-quality-logistics-4432271771 | No valid email addresses found in text
Row 441: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/clinical-business-intelligence-internship-spring-2026-at-medpace-4436856818 | No valid email addresses found in text
Row 442: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/statistical-analyst-i-at-medpace-4330368309 | No valid email addresses found in text
Row 443: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/analyst-primary-research-at-patientpoint%C2%AE-4413443760 | No valid email addresses found in text
Row 444: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-engineer-datastage-etl-i-at-v-soft-consulting-group-inc-4434149608 | No valid email addresses found in text
Row 445: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/senior-analyst-business-intelligence-at-cincinnati-children-s-4429154153 | No valid email addresses found in text
Row 446: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/research-visualization-coordinator-at-cincinnati-regional-chamber-4431553051 | No valid email addresses found in text
Row 447: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-systems-analyst-at-olik-global-4434719231 | No valid email addresses found in text
Row 448: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/compliance-analyst-at-atricure-inc-4429405355 | No valid email addresses found in text
Row 449: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/senior-business-intelligence-analyst-at-medpace-4369168514 | No valid email addresses found in text
Row 450: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/student-success-analyst-institutional-research-academic-analytics-at-university-of-cincinnati-4426691462 | No valid email addresses found in text
Row 451: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-engineer-iii-at-v-soft-consulting-group-inc-4436884244 | No valid email addresses found in text
Row 452: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/actuarial-data-analyst-at-core-specialty-insurance-holdings-inc-4406736072 | No valid email addresses found in text
Row 453: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-validation-risk-analyst-consumer-business-banking-at-u-s-bank-4433398347 | No valid email addresses found in text
Row 454: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/senior-business-intelligence-analyst-at-cincinnati-children-s-4430763016 | No valid email addresses found in text
Row 455: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/principal-technical-data-analyst-at-american-modern-insurance-group-4418121530 | No valid email addresses found in text
Row 456: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-integration-support-analyst-at-u-s-bank-4436395721 | No valid email addresses found in text
Row 457: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/process-improvement-analyst-at-insight-global-4433447133 | No valid email addresses found in text
Row 458: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-engineer-at-encore-talent-solutions-4427042750 | No valid email addresses found in text
Row 459: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-engineer-datastage-etl-i-at-encore-talent-solutions-4434138651 | No valid email addresses found in text
Row 460: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/statistical-analyst-experienced-at-medpace-4330578352 | No valid email addresses found in text
Row 461: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-operations-data-analyst-at-delphos-wireless-cricket-authorized-retailer-4411755691 | No valid email addresses found in text
Row 462: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-engineer-i-w2-contract-only-no-3rd-parties-at-cbts-4435227528 | No valid email addresses found in text
Row 463: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/commercial-operations-data-analyst-at-milacron-4433509970 | No valid email addresses found in text
Row 464: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/it-business-systems-analyst-i-at-meridian-bioscience-inc-4436410999 | No valid email addresses found in text
Row 465: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-engineer-aws-redshift-python-contract-at-capgemini-4384841120 | No valid email addresses found in text
